age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school_MS,sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes,major_por,WeekandEnd,WeirdDrinker
15,1,1,3,1,0,4,3,3,1,2,4,0.0,8,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1.0986122886681098,0
17,2,2,1,1,0,3,4,4,1,3,5,2.5649493574615367,10,13,12,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1.3862943611198906,0
16,3,4,1,1,0,3,2,1,1,4,5,2.8332133440562166,12,11,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1.6094379124341005,0
15,3,4,4,2,0,5,3,3,1,1,5,0.0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0.6931471805599453,0
15,4,4,1,3,0,4,3,3,1,1,5,0.0,11,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0.6931471805599453,0
17,3,4,3,2,0,5,4,5,2,4,5,0.0,10,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.19722457733622,0
16,3,3,2,1,2,4,3,2,1,1,5,0.0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0.6931471805599453,0
16,1,1,1,2,1,4,4,4,1,3,5,0.0,14,12,12,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1.3862943611198906,0
15,4,4,2,1,0,4,3,2,1,1,5,0.0,16,16,15,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0.6931471805599453,0
15,4,3,2,4,0,2,2,2,1,1,3,0.0,7,9,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0.6931471805599453,0
16,2,2,2,1,2,2,3,3,2,2,2,2.19722457733622,9,9,9,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1.6094379124341005,0
15,4,4,1,3,0,4,2,2,1,1,5,1.0986122886681098,9,11,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0.6931471805599453,0
16,1,1,1,1,0,3,4,4,3,3,1,1.0986122886681098,14,14,13,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2.302585092994046,0
17,2,1,1,1,3,5,4,5,1,2,5,0.0,5,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1.0986122886681098,0
15,1,1,1,2,0,4,4,2,1,2,5,0.0,8,11,11,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1.0986122886681098,0
15,3,2,1,2,3,3,3,2,1,1,3,0.0,6,7,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0.6931471805599453,0
15,1,2,1,2,0,4,3,2,1,1,5,1.0986122886681098,10,11,11,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0.6931471805599453,0
16,4,4,1,1,0,3,3,2,2,1,5,0.0,7,6,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1.0986122886681098,0
15,2,1,4,1,3,4,5,5,2,5,5,0.0,8,9,10,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2.3978952727983707,0
18,1,1,1,1,3,2,3,5,2,5,4,0.0,6,5,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2.3978952727983707,0
16,2,1,1,1,1,4,4,4,3,5,5,1.9459101490553128,12,13,14,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2.772588722239781,0
15,3,3,2,3,2,4,2,1,2,3,3,2.19722457733622,10,10,10,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1.9459101490553128,0
19,3,2,1,1,3,4,5,4,1,1,4,0.0,5,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0.6931471805599453,0
17,4,4,1,1,0,4,2,1,1,1,4,0.0,11,11,12,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0.6931471805599453,0
15,2,3,1,2,0,4,4,4,1,1,1,1.0986122886681098,11,8,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0.6931471805599453,0
17,1,2,1,1,0,2,2,2,3,3,5,2.19722457733622,16,12,13,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2.302585092994046,0
18,1,1,3,1,3,5,2,5,1,5,4,1.9459101490553128,9,8,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1.791759469228055,0
16,2,2,3,1,0,4,2,2,1,2,3,1.0986122886681098,17,15,15,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0986122886681098,0
16,3,3,1,2,1,4,5,5,4,4,5,1.6094379124341005,10,12,12,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,2.8332133440562166,0
17,2,1,2,1,2,3,3,2,2,2,5,0.0,7,6,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1.6094379124341005,0
15,3,2,2,2,2,4,4,4,1,4,3,1.9459101490553128,5,9,7,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1.6094379124341005,0
16,1,2,2,1,1,4,4,4,2,4,5,0.0,7,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2.19722457733622,0
17,1,3,1,1,0,5,3,3,1,4,2,1.0986122886681098,10,10,10,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.6094379124341005,0
17,1,1,4,2,3,5,3,5,1,5,5,0.0,5,8,7,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1.791759469228055,0
16,3,2,2,1,1,4,5,2,1,1,2,2.8332133440562166,12,11,12,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.6931471805599453,0
16,2,2,1,2,0,4,3,5,2,4,4,1.6094379124341005,10,10,10,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.19722457733622,0
16,4,2,1,2,0,4,2,3,1,1,3,0.0,14,15,16,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0.6931471805599453,0
16,2,2,1,2,0,5,1,5,1,1,4,0.0,6,7,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0.6931471805599453,0
16,4,4,1,2,0,4,4,2,1,1,3,0.0,14,14,14,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0.6931471805599453,0
16,3,4,3,1,2,3,4,5,2,4,2,0.0,6,5,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2.19722457733622,0
16,1,0,2,2,0,4,3,2,1,1,3,1.0986122886681098,13,15,16,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0.6931471805599453,0
17,4,4,1,2,0,4,4,4,1,3,5,0.0,13,11,10,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1.3862943611198906,0
16,1,3,1,2,3,4,3,5,1,1,3,0.0,8,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0.6931471805599453,0
16,3,3,2,2,0,4,4,5,1,1,4,1.6094379124341005,10,11,9,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0.6931471805599453,0
17,4,3,2,2,0,4,4,4,4,4,4,1.6094379124341005,10,9,9,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,2.8332133440562166,0
16,2,2,2,2,0,3,4,4,1,4,5,1.0986122886681098,13,13,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1.6094379124341005,0
17,3,3,1,2,0,4,3,4,1,4,4,1.6094379124341005,6,5,6,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1.6094379124341005,0
16,4,2,1,1,0,4,3,3,3,4,3,2.3978952727983707,10,8,9,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,2.5649493574615367,0
17,4,3,1,2,0,5,2,3,1,1,2,1.6094379124341005,10,10,11,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0.6931471805599453,0
16,4,3,1,2,0,3,4,3,2,3,3,2.3978952727983707,9,8,8,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1.9459101490553128,0
16,3,3,1,2,0,4,2,3,1,2,3,1.0986122886681098,12,13,12,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1.0986122886681098,0
17,2,4,1,2,0,5,4,2,2,3,5,0.0,16,17,17,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1.9459101490553128,0
17,3,3,1,2,0,5,3,3,2,3,1,4.043051267834549,9,9,8,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1.9459101490553128,0
16,3,2,1,2,0,1,2,2,1,2,1,2.7080502011022096,12,13,12,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1.0986122886681098,0
17,3,3,1,2,0,4,3,4,2,3,4,2.5649493574615367,12,12,11,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1.9459101490553128,0
16,1,2,1,1,0,3,3,3,1,2,3,1.0986122886681098,11,12,11,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1.0986122886681098,0
16,2,1,1,2,0,4,2,3,1,2,5,0.0,15,15,15,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1.0986122886681098,0
17,3,3,1,2,0,3,3,3,1,3,3,1.9459101490553128,8,7,9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1.3862943611198906,0
17,1,2,1,2,0,3,1,3,1,5,3,1.6094379124341005,8,9,10,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.791759469228055,0
16,2,3,1,2,0,4,3,3,1,1,2,2.3978952727983707,11,12,13,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0.6931471805599453,0
17,1,1,1,2,0,5,3,3,1,1,3,0.0,8,8,9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0.6931471805599453,0
17,1,2,2,2,0,4,4,4,4,5,5,2.5649493574615367,7,8,8,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,3.0445224377234235,0
16,3,3,1,1,0,4,3,2,3,4,5,2.19722457733622,8,9,10,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,2.5649493574615367,0
16,2,3,2,1,0,5,3,3,1,1,3,0.0,13,14,14,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0.6931471805599453,0
17,2,4,1,2,0,4,3,2,1,1,5,0.0,14,15,15,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.6931471805599453,0
17,4,4,1,1,0,5,2,3,1,2,5,1.6094379124341005,17,15,16,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1.0986122886681098,0
16,3,3,3,1,0,3,3,4,3,5,3,2.19722457733622,9,9,10,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,2.772588722239781,0
17,4,4,2,1,1,4,2,4,2,3,2,3.218875824868201,18,18,18,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1.9459101490553128,0
16,4,4,1,2,0,4,5,2,1,2,3,0.0,9,9,10,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1.0986122886681098,0
16,4,3,1,2,0,4,3,5,1,5,2,1.0986122886681098,16,16,16,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1.791759469228055,0
16,2,3,1,2,0,4,4,3,1,3,4,1.9459101490553128,8,10,10,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1.3862943611198906,0
17,1,1,1,2,0,4,4,4,1,3,1,1.6094379124341005,9,9,10,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1.3862943611198906,0
17,2,2,1,1,0,5,3,2,1,2,3,2.9444389791664403,7,6,6,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1.0986122886681098,0
16,2,2,2,4,0,5,3,5,1,1,5,1.9459101490553128,10,10,11,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0.6931471805599453,0
17,3,4,1,3,1,4,4,3,3,4,5,3.3672958299864737,10,9,9,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,2.5649493574615367,0
16,3,1,1,2,3,2,3,3,2,2,4,1.791759469228055,7,7,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1.6094379124341005,0
16,4,3,1,2,0,1,3,2,1,1,1,2.3978952727983707,11,12,13,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0.6931471805599453,0
16,1,1,2,1,0,4,3,2,1,4,5,1.9459101490553128,9,9,10,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1.6094379124341005,0
17,4,3,2,3,0,4,4,2,1,1,4,1.9459101490553128,7,7,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0.6931471805599453,0
19,3,3,1,4,0,4,3,3,1,2,3,2.3978952727983707,8,8,8,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1.0986122886681098,0
17,4,4,1,2,0,5,3,5,4,5,3,2.6390573296152584,12,12,13,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,3.0445224377234235,0
16,2,2,1,2,0,3,3,4,1,1,4,0.0,12,13,14,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0.6931471805599453,0
18,2,2,1,2,1,4,4,4,2,4,5,2.772588722239781,6,7,8,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,2.19722457733622,0
17,4,4,1,1,0,5,2,1,1,2,3,2.5649493574615367,8,10,10,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1.0986122886681098,0
17,3,2,2,2,0,4,4,4,1,3,1,1.0986122886681098,14,15,15,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1.3862943611198906,0
17,4,3,1,2,2,3,4,5,2,4,1,3.1354942159291497,6,6,4,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,2.19722457733622,0
18,3,3,1,2,1,3,2,4,2,4,4,2.6390573296152584,6,6,8,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,2.19722457733622,0
17,2,3,2,1,0,3,3,3,1,4,3,1.3862943611198906,7,7,8,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1.6094379124341005,0
17,2,2,1,3,0,4,3,3,1,1,4,1.6094379124341005,9,10,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0.6931471805599453,0
17,2,1,2,2,0,4,2,5,1,2,5,1.0986122886681098,6,6,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1.0986122886681098,0
17,1,1,1,3,1,4,3,4,1,1,5,0.0,6,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0.6931471805599453,0
16,2,3,1,2,0,2,3,1,1,1,3,1.0986122886681098,16,16,17,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0.6931471805599453,0
18,2,2,2,2,0,3,3,3,5,5,4,0.0,12,13,13,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,3.258096538021482,0
16,4,4,1,3,0,5,3,2,1,1,5,0.0,13,13,14,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0.6931471805599453,0
18,3,1,1,2,1,5,3,3,1,1,4,2.8332133440562166,9,8,7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0.6931471805599453,0
17,3,2,1,2,0,5,3,4,1,3,3,2.3978952727983707,16,15,15,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1.3862943611198906,0
17,2,3,1,2,0,5,3,3,1,3,3,1.0986122886681098,12,11,12,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1.3862943611198906,0
18,2,1,4,2,0,4,3,2,4,5,3,2.7080502011022096,10,8,9,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,3.0445224377234235,0
17,2,1,2,3,0,3,2,3,1,2,3,2.3978952727983707,12,10,12,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1.0986122886681098,0
17,4,3,1,2,0,3,2,3,1,2,3,2.7080502011022096,13,13,14,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1.0986122886681098,0
17,2,2,2,2,0,4,5,2,1,1,1,1.6094379124341005,11,11,11,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0.6931471805599453,0
17,4,4,1,2,0,4,5,5,1,3,2,2.7080502011022096,11,9,9,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1.3862943611198906,0
16,4,4,1,2,0,4,2,4,2,4,1,1.0986122886681098,14,13,13,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2.19722457733622,0
16,1,1,2,2,0,3,4,2,1,1,5,2.9444389791664403,9,7,6,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0.6931471805599453,0
16,3,2,2,3,0,5,3,3,1,3,2,2.3978952727983707,11,9,10,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1.3862943611198906,0
17,2,2,1,2,0,4,4,2,5,5,4,1.6094379124341005,14,13,13,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,3.258096538021482,0
16,2,1,1,1,0,4,5,2,1,1,5,3.0445224377234235,13,12,12,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0.6931471805599453,0
17,2,1,3,2,0,2,1,1,1,1,3,1.0986122886681098,13,11,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0.6931471805599453,0
18,2,2,1,2,1,5,5,4,3,5,2,0.0,7,7,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2.772588722239781,0
17,4,3,2,2,0,2,5,5,1,4,5,2.7080502011022096,12,12,12,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1.6094379124341005,0
17,4,4,2,2,0,3,3,3,2,3,4,1.0986122886681098,10,11,12,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1.9459101490553128,0
16,4,3,1,1,0,5,4,5,1,1,3,0.0,6,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.6931471805599453,0
16,4,4,1,1,0,5,3,2,1,2,5,0.0,13,12,12,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1.0986122886681098,0
18,2,1,2,3,0,4,4,4,1,1,3,0.0,7,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0.6931471805599453,0
16,2,1,3,1,0,4,3,3,1,1,4,1.9459101490553128,18,18,18,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0.6931471805599453,0
17,2,3,2,1,0,5,2,2,1,1,2,1.6094379124341005,12,12,13,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.6931471805599453,0
22,3,1,1,1,3,5,4,5,5,5,1,2.8332133440562166,6,8,8,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,3.258096538021482,0
18,3,3,1,2,1,4,3,3,1,3,5,2.19722457733622,3,5,5,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1.3862943611198906,0
16,0,2,1,1,0,4,3,2,2,4,5,0.0,13,15,15,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2.19722457733622,0
18,3,2,2,1,1,4,4,5,2,4,5,0.0,6,8,8,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.19722457733622,0
16,3,3,3,2,0,5,3,3,1,3,2,1.9459101490553128,7,10,10,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1.3862943611198906,0
18,2,1,1,1,1,3,2,5,2,5,5,1.6094379124341005,6,9,8,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2.3978952727983707,0
16,2,1,2,1,0,3,3,2,1,3,3,0.0,8,9,8,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1.3862943611198906,0
17,2,1,1,1,0,4,4,2,2,4,5,0.0,8,12,12,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.19722457733622,0
17,1,1,2,1,1,4,4,4,1,2,5,1.0986122886681098,7,9,8,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1.0986122886681098,0
17,4,2,1,4,0,4,2,3,1,1,4,1.9459101490553128,14,12,13,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0.6931471805599453,0
19,4,3,1,2,0,4,3,1,1,1,1,2.5649493574615367,11,11,11,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0.6931471805599453,0
18,2,1,1,2,0,5,2,4,1,2,4,2.19722457733622,15,14,14,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1.0986122886681098,0
17,2,2,1,4,0,3,4,1,1,1,2,0.0,10,9,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.6931471805599453,0
18,4,3,1,2,0,3,1,2,1,3,2,3.0910424533583165,17,18,18,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1.3862943611198906,0
18,4,3,1,2,0,4,3,2,1,1,3,1.0986122886681098,8,8,8,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0.6931471805599453,0
18,3,2,1,3,0,5,3,2,1,1,3,0.6931471805599453,13,12,12,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.6931471805599453,0
17,3,3,1,3,0,3,2,3,1,1,4,1.6094379124341005,10,9,9,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.6931471805599453,0
18,2,2,1,3,0,4,3,3,1,1,3,0.0,9,10,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0.6931471805599453,0
